leto,ime_drzave,ime_izvajalca,naslov_pesmi,mesto,tocke_v_finalu,youtube_link
1972,Ireland,Sandie Jones,Ceol On Ghrá,15.0,72.0,https://youtube.com/watch?v=DJzhQz4V2CU
1972,Monaco,Anne-Marie Godart and Peter MacLane,Comme On S'aime,16.0,65.0,https://youtube.com/watch?v=RuxHF5-HbMk
1972,Belgium,Serge and Christine Ghisoland,À La Folie Ou Pas Du Tout,17.0,55.0,https://youtube.com/watch?v=IKWfbesTZow
1972,Malta,Helen and Joseph,L-imħabba,18.0,48.0,https://youtube.com/watch?v=O4iKR9V7ICE
1973,Luxembourg,Anne-Marie David,Tu Te Reconnaîtras,1.0,129.0,https://youtube.com/watch?v=C4OX96fLLjs
1973,Spain,Mocedades,Eres Tú,2.0,125.0,https://youtube.com/watch?v=JUQnlXsISvg
1973,United Kingdom,Cliff Richard,Power To All Our Friends,3.0,123.0,https://youtube.com/watch?v=KAOwf78KKmY
1973,Israel,Ilanit,Ey-sham,4.0,97.0,https://youtube.com/watch?v=6N8SwfYRGWU
1973,Sweden,The Nova and The Dolls,You're Summer,5.0,94.0,https://youtube.com/watch?v=qkhqOPmMMEY
1973,Finland,Marion Rung,Tom Tom Tom,6.0,93.0,https://youtube.com/watch?v=dQzdsa7NPMY
1973,Norway,Bendik Singers,It's Just A Game,7.0,89.0,https://youtube.com/watch?v=nelCncvdSBA
1973,Germany,Gitte,Junger Tag,8.0,85.0,https://youtube.com/watch?v=XL6ca6A-weU
1973,Monaco,Marie,Un Train Qui Part,8.0,85.0,https://youtube.com/watch?v=GLPFQ1efRuY
1973,Portugal,Fernando Tordo,Tourada,10.0,80.0,https://youtube.com/watch?v=eMNIGliSArk
1973,Ireland,Maxi,Do I Dream?,10.0,80.0,https://youtube.com/watch?v=OJrSXZxPKXI
1973,Switzerland,Patrick Juvet,"Je Me Vais Marier, Marie",12.0,79.0,https://youtube.com/watch?v=kSY9_l3OhDc
1973,Italy,Massimo Ranieri,Chi Sarà Con Te,13.0,74.0,https://youtube.com/watch?v=kLzvr3JuOEY
1973,Netherlands,Ben Cramer,De Oude Muzikant,14.0,69.0,https://youtube.com/watch?v=X6JqeLK3DQU
1973,Yugoslavia,Zdravko Colic,Gori Vatra,15.0,65.0,https://youtube.com/watch?v=rAOZpFO8n_g
1973,France,Martine Clémenceau,Sans Toi,15.0,65.0,https://youtube.com/watch?v=Y6FpLuLjhKY
1973,Belgium,Nicole and Hugo,"Baby, Baby",17.0,58.0,https://youtube.com/watch?v=Sv1D9IDPFrA
1974,Sweden,ABBA,Waterloo,1.0,24.0,https://youtube.com/watch?v=3FsVeMz1F5c
1974,Italy,Gigliola Cinquetti,Si,2.0,18.0,https://youtube.com/watch?v=EWrtN6LBJtk
1974,Netherlands,Mouth and MacNeal,I See A Star,3.0,15.0,https://youtube.com/watch?v=XeBvSgMe6cg
1974,United Kingdom,Olivia Newton-John,Long Live Love,4.0,14.0,https://youtube.com/watch?v=raj-eSK65S4
1974,Luxembourg,Ireen Sheer,"Bye, Bye, I Love You",4.0,14.0,https://youtube.com/watch?v=pQzu6p3PwVA
1974,Monaco,Romuald,Celui Qui Reste Et Celui Qui S'en Va,4.0,14.0,https://youtube.com/watch?v=LLaL74ZTkU8
1974,Israel,Kaveret (Poogy),Natati La Khayay,7.0,11.0,https://youtube.com/watch?v=Pc0A5a-lZGo
1974,Ireland,Tina,Cross Your Heart,7.0,11.0,https://youtube.com/watch?v=NgQFrqPaFwc
1974,Spain,Peret,Canta Y Se Feliz,9.0,10.0,https://youtube.com/watch?v=Kj6pTwViP0o
1974,Belgium,Jacques Hustin,Fleur De Liberté,9.0,10.0,https://youtube.com/watch?v=DSc6jWoz59I
1974,Greece,Marinella,"Krassi, Thalassa Ke T'agori Mou",11.0,7.0,https://youtube.com/watch?v=DQjKPqHeTbQ
1974,Yugoslavia,Korni,Moja Generacija,12.0,6.0,https://youtube.com/watch?v=h2x5vawmtvE
1974,Finland,Carita,Äla Mene Pois (keep Me Warm),13.0,4.0,https://youtube.com/watch?v=UIoOiymvwdw
1974,Norway,Anne-Karine Ström and the Bendik Singers,The First Day Of Love,14.0,3.0,https://youtube.com/watch?v=alKvTLD-Jgk
1974,Germany,Cindy und Bert,Die Sommermelodie,14.0,3.0,https://youtube.com/watch?v=3SwzZHNHKoY
1974,Switzerland,Piera Martell,Mein Ruf Nach Dir,14.0,3.0,https://youtube.com/watch?v=wP_h6mpDIoY
1974,Portugal,Paulo de Carvalho,E Depois Do Adeus,14.0,3.0,https://youtube.com/watch?v=89LBNSX_vig
1975,Netherlands,Teach-In,Ding-A-Dong,1.0,152.0,https://youtube.com/watch?v=sI78Bqp6z6g
1975,United Kingdom,The Shadows,Let Me Be The One,2.0,138.0,https://youtube.com/watch?v=7r--8IpCvvE
1975,Italy,Wess & Dori Ghezzi,Era,3.0,115.0,https://youtube.com/watch?v=NsIBEMuTjxw
1975,France,Nicole Rieu,Et Bonjour à Toi L'artiste,4.0,91.0,https://youtube.com/watch?v=exd-6ev_Ja4
1975,Luxembourg,Géraldine,Toi,5.0,84.0,https://youtube.com/watch?v=5xHm_q3aKHw
1975,Switzerland,Simone Drexel,Mikado,6.0,77.0,https://youtube.com/watch?v=fBGONZ6boSc
1975,Finland,Pihasoittajat,Old Man Fiddle,7.0,74.0,https://youtube.com/watch?v=dfHaT_YfhaA
1975,Sweden,Lars Berghagen and the Dolls,"Jennie, Jennie",8.0,72.0,https://youtube.com/watch?v=dR0W1CQG8vU
1975,Ireland,The Swarbriggs,That's What Friends Are For,9.0,68.0,https://youtube.com/watch?v=sT34ZLdAg2U
1975,Spain,Sergio & Estíbaliz,Tú Volverás,10.0,53.0,https://youtube.com/watch?v=DEqmBaHmfck
1975,Israel,Shlomo Artzi,At Va'Ani,11.0,40.0,https://youtube.com/watch?v=uXkULDSYGCk
1975,Malta,Renato,Singing This Song,12.0,32.0,https://youtube.com/watch?v=VbhlDCqGDS0
1975,Yugoslavia,Pepel In Kri,Dan Ljubezni,13.0,22.0,https://youtube.com/watch?v=PH89OtPhEk0
1975,Monaco,Sophie,Une Chanson C'est Une Lettre,13.0,22.0,https://youtube.com/watch?v=iPb7zd89LuQ
1975,Belgium,Ann Christy,Gelukkig Zijn,15.0,17.0,https://youtube.com/watch?v=UMgAM5LkDO4
1975,Portugal,Duarte Mendes,Madrugada,16.0,16.0,https://youtube.com/watch?v=0GBNvbY4psM
1975,Germany,Joy Fleming,Ein Lied Kann Eine Brücke Sein,17.0,15.0,https://youtube.com/watch?v=EDf9XX_p1mA
1975,Norway,Ellen Nikolaysen,You Touched My Life With Summer,18.0,11.0,https://youtube.com/watch?v=rGGE7hZVP3I
1975,Turkey,Semiha Yanki,Seninle Bir Dakika,19.0,3.0,https://youtube.com/watch?v=hF7yQ_d8rJg
1976,United Kingdom,Brotherhood of Man,Save Your Kisses For Me,1.0,164.0,https://youtube.com/watch?v=fhq_Q1Ut8SQ
1976,France,Catherine Ferry,"Un, Deux, Trois",2.0,147.0,https://youtube.com/watch?v=lEDEd3xpbqA
1976,Monaco,Mary Christy,"Toi, La Musique Et Moi",3.0,93.0,https://youtube.com/watch?v=uoo_2aO2XPM
1976,Switzerland,"Peter, Sue and Marc","Djambo, Djambo",4.0,91.0,https://youtube.com/watch?v=3KdqK-P6taY
1976,Austria,Waterloo and Robinson,My Little World,5.0,80.0,https://youtube.com/watch?v=iLB8pwWaPlE
1976,Israel,"Chocolate, Menta, Mastik",Emor Shalom,6.0,77.0,https://youtube.com/watch?v=h3WhXhQBTSQ
1976,Italy,Romina and Al Bano,We'll Live It All Again,7.0,69.0,https://youtube.com/watch?v=c-0vMIx0e00
1976,Belgium,Pierre Rapsat,Judy Et Cie.,8.0,68.0,https://youtube.com/watch?v=BvVBVh8zjOk
1976,Netherlands,Sandra Reemer,The Party's Over Now,9.0,56.0,https://youtube.com/watch?v=cGTEkQn-Xy4
1976,Ireland,Red Hurley,When,10.0,54.0,https://youtube.com/watch?v=yhOwK6ztiBY
1976,Finland,Fredi and The Friends,Pump-pump,11.0,44.0,https://youtube.com/watch?v=RNW3KrUWJco
1976,Portugal,Carlos do Carmo,Uma Flor De Verde Pinho,12.0,24.0,https://youtube.com/watch?v=-D0NdOdJTtU
1976,Greece,Mariza Koch,"Panaghia Mou, Panaghia Mou",13.0,20.0,https://youtube.com/watch?v=hC8jZeXVC9Q
1976,Luxembourg,Jürgen Marcus,Chansons Pour Ceux Qui S'aiment,14.0,17.0,https://youtube.com/watch?v=J3uZs6JLN8w
1976,Germany,Les Humphries Singers,"Sing, Sang, Song",15.0,12.0,https://youtube.com/watch?v=qxGSQRo1eCY
1976,Spain,Braulio,Sobran Las Palabras,16.0,11.0,https://youtube.com/watch?v=glDKvjKX20c
1976,Yugoslavia,Ambasadori,Ne Mogu Skriti Svoju Bol,17.0,10.0,https://youtube.com/watch?v=P3KVWdFwReA
1976,Norway,Anne-Karine Ström,Mata Hari,18.0,7.0,https://youtube.com/watch?v=SkjSwjV1JLc
1977,France,Marie Myriam,L'oiseau Et L'enfant,1.0,136.0,https://youtube.com/watch?v=ny_YsJUVdBg
1977,United Kingdom,Lynsey de Paul and Mike Moran,Rock Bottom,2.0,121.0,https://youtube.com/watch?v=wHEl8sYKN2Y
1977,Ireland,The Swarbriggs Plus Two,It's Nice To Be In Love Again,3.0,119.0,https://youtube.com/watch?v=osYzY2ZUhpA
1977,Monaco,Michèle Torr,Une Petite Française,4.0,96.0,https://youtube.com/watch?v=u_CPOexfFCU
1977,Greece,"Pascalis, Marianna, Robert and Bessy",Mathima Solfez,5.0,92.0,https://youtube.com/watch?v=96LC8wEHkBY
1977,Switzerland,Pepe Lienhard Band,Swiss Lady,6.0,71.0,https://youtube.com/watch?v=3JIa2xNJhm0
1977,Belgium,Dream Express,"A Million In One, Two, Three",7.0,69.0,https://youtube.com/watch?v=LVtX7_c6-Og
1977,Germany,Silver Convention,Telegram,8.0,55.0,https://youtube.com/watch?v=kNpW9WqbCiY
1977,Spain,Micky,Enseñame A Cantar,9.0,52.0,https://youtube.com/watch?v=zUrCoTzeEi0
1977,Finland,Monica Aspelund,Lapponia,10.0,50.0,https://youtube.com/watch?v=1rbM-gXnbCY
1977,Israel,Ilanit,Ah-haa-vah Hee Shir Lish-naa-yim,11.0,49.0,https://youtube.com/watch?v=8An6k975YQM
1977,Netherlands,Heddy Lester,De Mallemolen,12.0,35.0,https://youtube.com/watch?v=VJ40q6sR1R0
1977,Italy,Mia Martini,Liberà,13.0,33.0,https://youtube.com/watch?v=EtGF5N6W7Ik
1977,Norway,Anita Skorgan,Casanova,14.0,18.0,https://youtube.com/watch?v=x8QNTw668l8
1977,Portugal,Os Amigos,Portugal No Coração,14.0,18.0,https://youtube.com/watch?v=ykMUq8uVykY
1977,Luxembourg,Anne Marie B.,Frère Jacques,16.0,17.0,https://youtube.com/watch?v=pE40LPTonyE
1977,Austria,Schmetterlinge,Boom Boom Boomerang,17.0,11.0,https://youtube.com/watch?v=MKEYWa3VoHU
1977,Sweden,Forbes,Beatles,18.0,2.0,https://youtube.com/watch?v=OrFg4nyBeAE
1978,Israel,Izhar Cohen and the Alphabeta,A-Ba-Ni-Bi,1.0,157.0,https://youtube.com/watch?v=QvZS6tnZKMU
1978,Belgium,Jean Vallée,L'amour ça Fait Chanter La Vie,2.0,125.0,https://youtube.com/watch?v=N4hjjhCmTvI
1978,France,Joël Prévost,Il Y Aura Toujours Des Violons,3.0,119.0,https://youtube.com/watch?v=QKoU6MzFPVQ
1978,Monaco,Caline and Olivier Toussaint,Les Jardins De Monaco,4.0,107.0,https://youtube.com/watch?v=bUgJ2xCyqYc
1978,Ireland,Colm T. Wilkinson,Born To Sing,5.0,86.0,https://youtube.com/watch?v=1030WPAfAiM
1978,Germany,Ireen Sheer,Feuer,6.0,84.0,https://youtube.com/watch?v=WEZjOeBLu_Q
1978,Luxembourg,Baccara,Parlez-vous Français?,7.0,73.0,https://youtube.com/watch?v=71HdQw0-tZk
1978,Greece,Tania Tsanaklidou,Charlie Chaplin,8.0,66.0,https://youtube.com/watch?v=iQAUlN2Cgps
1978,Spain,José Vélez,Bailemos Un Vals,9.0,65.0,https://youtube.com/watch?v=-NC7WTTgwxM
1978,Switzerland,Carole Vinci,Vivre,9.0,65.0,https://youtube.com/watch?v=do85uApIf38
1978,United Kingdom,Co-Co,The Bad Old Days,11.0,61.0,https://youtube.com/watch?v=a_couVU0Vr4
1978,Italy,Ricchi e Poveri,Questo Amore,12.0,53.0,https://youtube.com/watch?v=96JYOhhVW2A
1978,Netherlands,Harmony,'t Is Ok,13.0,37.0,https://youtube.com/watch?v=pbmjQo8avVU
1978,Sweden,Björn Skifs,Det Blir Alltid Värre Framåt Natten,14.0,26.0,https://youtube.com/watch?v=71t1Uu19KX4
1978,Austria,Springtime,Mrs. Caroline Robinson,15.0,14.0,https://youtube.com/watch?v=vo3NxHycwqU
1978,Denmark,Mabel,Boom Boom,16.0,13.0,https://youtube.com/watch?v=IilXVjX19Js
1978,Portugal,Gemini,Dai-li-dou,17.0,5.0,https://youtube.com/watch?v=4ompEYQVRYc
1978,Finland,Seija Simola,Anna Rakkaudelle Tilaisuus,18.0,2.0,https://youtube.com/watch?v=LGCSJVUN3h4
1978,Turkey,Nazar,Sevince,18.0,2.0,https://youtube.com/watch?v=JD1yShQZHq4
1978,Norway,Jahn Teigen,Mil Etter Mil,20.0,0.0,https://youtube.com/watch?v=dVj8tlXQ1Vg
1979,Israel,Milk and Honey,Hallelujah,1.0,125.0,https://youtube.com/watch?v=C33kO3fvjkI
1979,Spain,Betty Missiego,Su Canción,2.0,116.0,https://youtube.com/watch?v=2LbhAIsXqt8
1979,France,Anne-Marie David,Je Suis L'enfant-soleil,3.0,106.0,https://youtube.com/watch?v=7rGavYdklEQ
1979,Germany,Dschinghis Khan,,4.0,86.0,https://youtube.com/watch?v=eAEUrp2V4ss
1979,Ireland,Cathal Dunne,Happy Man,5.0,80.0,https://youtube.com/watch?v=f-z_gZFRptI
1979,Denmark,Tommy Seebach,Disco Tango,6.0,76.0,https://youtube.com/watch?v=XZ44_wBTHWU
1979,United Kingdom,Black Lace,Mary Ann,7.0,73.0,https://youtube.com/watch?v=IHlmtWpFMd8
1979,Greece,Elpida,Socrati,8.0,69.0,https://youtube.com/watch?v=8Gm99Dvvg8w
1979,Portugal,Manuela Bravo,"Sobe, Sobe, Balão Sobe",9.0,64.0,https://youtube.com/watch?v=XXgnmLDrPa0
1979,Switzerland,"Peter, Sue and Marc and Pfuri, Gorps and Kniri",Trödler Und Co.,10.0,60.0,https://youtube.com/watch?v=-dbzbx6EEoc
1979,Norway,Anita Skorgan,Oliver,11.0,57.0,https://youtube.com/watch?v=dz-BbMIm8JY
1979,Netherlands,Xandra,Colorado,12.0,51.0,https://youtube.com/watch?v=R4K3sp4IO1Q
1979,Luxembourg,Jeane Manson,J'ai Déjà Vu ça Dans Tes Yeux,13.0,44.0,https://youtube.com/watch?v=mznCPsr9oCs
1979,Finland,Katri-Helena,Katson Sineen Taivaan,14.0,38.0,https://youtube.com/watch?v=AdB6fdht-F8
1979,Italy,Matia Bazar,Raggio Di Luna,15.0,27.0,https://youtube.com/watch?v=TmZjRDy5-ds
1979,Monaco,Laurent Vaguener,"Notre Vie, C'est La Musique",16.0,12.0,https://youtube.com/watch?v=53OdfcR1eVo
1979,Sweden,Ted Gärdestad,Satellit,17.0,8.0,https://youtube.com/watch?v=fLASqYItYZ4
1979,Belgium,Micha Marah,Hey Nana,18.0,5.0,https://youtube.com/watch?v=kHKjdkduPNI
1979,Austria,Christina Simon,Heute In Jerusalem,18.0,5.0,https://youtube.com/watch?v=X3w26dtqpZY
1980,Ireland,Johnny Logan,What's Another Year,1.0,143.0,https://youtube.com/watch?v=BPOwTXWe-Yw
1980,Germany,Katja Ebstein,Theater,2.0,128.0,https://youtube.com/watch?v=bGEo2fpiu0Q
1980,United Kingdom,Prima Donna,Love Enough For Two,3.0,106.0,https://youtube.com/watch?v=W8fUTTwOp40
1980,Switzerland,Paola,Cinéma,4.0,104.0,https://youtube.com/watch?v=0-RmnRXA8kU
1980,Netherlands,Maggie MacNeal,Amsterdam,5.0,93.0,https://youtube.com/watch?v=HmgXSnfeudM
1980,Italy,Alan Sorrenti,Non So Che Darei,6.0,87.0,https://youtube.com/watch?v=bioGdbbqHnY
1980,Portugal,José Cid,"Um Grande, Grande Amor",7.0,71.0,https://youtube.com/watch?v=lU8v8kFJSEw
1980,Austria,Blue Danube,Du Bist Musik,8.0,64.0,https://youtube.com/watch?v=1AqK5IrhPys
1980,Luxembourg,Sophie and Magaly,Papa Pingouin,9.0,56.0,https://youtube.com/watch?v=LTECukPlnuk
1980,Sweden,Tomas Ledin,Just Nu!,10.0,47.0,https://youtube.com/watch?v=ELz4zAnvJf0
1980,France,Profil,"Hé, Hé M'sieurs Dames",11.0,45.0,https://youtube.com/watch?v=nbgrod4UhMg
1980,Spain,Trigo Limpio,Quédate Esta Noche,12.0,38.0,https://youtube.com/watch?v=SjfcjhM-DRg
1980,Greece,Anna Vissi and the Epikouri,Otostop,13.0,30.0,https://youtube.com/watch?v=eNJ1CtYhScs
1980,Denmark,Bamses Venner,Tænker Altid På Dig,14.0,25.0,https://youtube.com/watch?v=ZKLyYj5-Yz0
1980,Turkey,Ajda Pekkan,Petr'oil,15.0,23.0,https://youtube.com/watch?v=ndjiEFlIeW4
1980,Norway,Sverre Kjellsberg & Mattis Hætta,Sámiid Ædnan,16.0,15.0,https://youtube.com/watch?v=AyMdsQOT8vI
1980,Belgium,Telex,Euro-vision,17.0,14.0,https://youtube.com/watch?v=6USa0zUMmqI
1980,Morocco,Samira Bensaïd,Bitakat Hob,18.0,7.0,https://youtube.com/watch?v=x3e26zZSEws
1980,Finland,Vesa-Matti Loiri,Huilumies,19.0,6.0,https://youtube.com/watch?v=MaBhx84GA8g
1981,United Kingdom,Bucks Fizz,Making Your Mind Up,1.0,136.0,https://youtube.com/watch?v=62SrA5hCmkE
1981,Germany,Lena Valaitis,Johnny Blue,2.0,132.0,https://youtube.com/watch?v=lxONpx3cQ5c
1981,France,Jean Gabilou,Humanahum,3.0,125.0,https://youtube.com/watch?v=Lovx3Vpln48
1981,Switzerland,"Peter, Sue and Marc",Io Senza Tei,4.0,121.0,https://youtube.com/watch?v=6l_BknJkjqY
1981,Ireland,Sheeba,Horoscopes,5.0,105.0,https://youtube.com/watch?v=LF7V0SBPc4I
1981,Cyprus,Island,Monika,6.0,69.0,https://youtube.com/watch?v=eRllseL7xm4
1981,Israel,Habibi,Halaylah,7.0,56.0,https://youtube.com/watch?v=AzbH4MLhqQE
1981,Greece,Yiannis Dimitras,Feggari Kalokerino,8.0,55.0,https://youtube.com/watch?v=MGR2y-3AgYQ
1981,Netherlands,Linda Williams,Het Is Een Wonder,9.0,51.0,https://youtube.com/watch?v=x7olEEGIWq8
1981,Sweden,Björn Skifs,Fångad I En Dröm,10.0,50.0,https://youtube.com/watch?v=a05rWLlRNJs
1981,Luxembourg,Jean-Claude Pascal,C'est Peut-être Pas L'Amérique,11.0,41.0,https://youtube.com/watch?v=ovqQFisIEao
1981,Denmark,Debbie Cameron and Tommy Seebach,Krøller Eller Ej,11.0,41.0,https://youtube.com/watch?v=DKTOyzyDiEs
1981,Belgium,Emly Starr,Samson,13.0,40.0,https://youtube.com/watch?v=MvFopyAvNLw
1981,Spain,Bacchelli,Y Solo Tú,14.0,38.0,https://youtube.com/watch?v=tttAJ6jzTfA
1981,Yugoslavia,Seid-Memic Vajta,Leila,15.0,35.0,https://youtube.com/watch?v=fWV5yZD7U8c
1981,Finland,Riki Sorsa,Reggae O.k.,16.0,27.0,https://youtube.com/watch?v=mwSIRpTXHgM
1981,Austria,Marty Brem,Wenn Du Da Bist,17.0,20.0,https://youtube.com/watch?v=g0u0grvgpYg
1981,Turkey,Modern Folk Trio and Aysegül,Dönme Dolap,18.0,9.0,https://youtube.com/watch?v=SICfYe7bTLU
1981,Portugal,Carlos Paião,Play-back,18.0,9.0,https://youtube.com/watch?v=GhXf9ZO06U0
1981,Norway,Finn Kalvik,Aldri i Livet,20.0,0.0,https://youtube.com/watch?v=HnTmqt9rmDw
1982,Germany,Nicole,Ein Bißchen Frieden,1.0,161.0,https://youtube.com/watch?v=CJDxnWFqpiA
1982,Israel,Avi Toledano,Hora,2.0,100.0,https://youtube.com/watch?v=Vw46CEb8Tbg
1982,Switzerland,Arlette Zola,Amour On T'aime,3.0,97.0,https://youtube.com/watch?v=JQDbQcJLaVE
1982,Belgium,Stella,Si Tu Aimes Ma Musique,4.0,96.0,https://youtube.com/watch?v=jkYNTd3wKPY
1982,Cyprus,Anna Vissi,Mono I Agapi,5.0,85.0,https://youtube.com/watch?v=S8HVS1DePZk
1982,Luxembourg,Svetlana,Cour Apres Le Temps,6.0,78.0,https://youtube.com/watch?v=vQPdRhIwx_w
1982,United Kingdom,Bardo,One Step Further,7.0,76.0,https://youtube.com/watch?v=MSAoeFYipxc
1982,Sweden,Chips,Dag Efter Dag,8.0,67.0,https://youtube.com/watch?v=SWrHV-r5adQ
1982,Austria,Mess,Sonntag,9.0,57.0,https://youtube.com/watch?v=VcdgXIyWZMc
1982,Spain,Lucía,Él,10.0,52.0,https://youtube.com/watch?v=2ankrdUirC8
1982,Ireland,The Duskeys,"Here Today, Gone Tomorrow",11.0,49.0,https://youtube.com/watch?v=Ms_aDsasL4Y
1982,Norway,Jahn Teigen & Anita Skorgan,Adieu,12.0,40.0,https://youtube.com/watch?v=0KRAmN60WiQ
1982,Portugal,Doce,Bem-bom,13.0,32.0,https://youtube.com/watch?v=hfJQPmlcZ48
1982,Yugoslavia,Aska,Halo Halo,14.0,21.0,https://youtube.com/watch?v=uR8jtnWlN_8
1982,Turkey,Neço,Hani,15.0,20.0,https://youtube.com/watch?v=sU67JnNuqSA
1982,Netherlands,Bill van Dijk,Jij En Ik,16.0,8.0,https://youtube.com/watch?v=ByECf_srTQM
1982,Denmark,Brixx,Video-video,17.0,5.0,https://youtube.com/watch?v=5SWSEKDBCGI
1982,Finland,Kojo,Nuku Pommiin,18.0,0.0,https://youtube.com/watch?v=MmpyXSXZcAA
1983,Luxembourg,Corinne Hermès,Si La Vie Est Cadeau,1.0,142.0,https://youtube.com/watch?v=C6uKNJ8nS3o
1983,Israel,Ofra Haza,Hi,2.0,136.0,https://youtube.com/watch?v=oGrQ9ulN268
1983,Sweden,Carola Häggkvist,Främling,3.0,126.0,https://youtube.com/watch?v=d6CtvEatu-0
1983,Yugoslavia,Danijel,Dzuli,4.0,125.0,https://youtube.com/watch?v=uBm1VEzrcGA
1983,Germany,Hoffmann und Hoffmann,Rücksicht,5.0,94.0,https://youtube.com/watch?v=LjDCIX7aGOA
1983,United Kingdom,Sweet Dreams,I'm Never Giving Up,6.0,79.0,https://youtube.com/watch?v=in5hT6P9KFA
1983,Netherlands,Bernadette,Sing Me A Song,7.0,66.0,https://youtube.com/watch?v=MCW7GprKIj0
1983,France,Guy Bonnet,Vivre,8.0,56.0,https://youtube.com/watch?v=DyNEmXZkOD4
1983,Norway,Jahn Teigen,Do Re Mi,9.0,53.0,https://youtube.com/watch?v=A4v7za1iLLc
1983,Austria,Westend,Hurricane,9.0,53.0,https://youtube.com/watch?v=Ex9Im5C2NIk
1983,Italy,Riccardo Fogli,Per Lucia,11.0,41.0,https://youtube.com/watch?v=TlRVHT59Tt8
1983,Finland,Ami Aspelund,Fantasiaa,11.0,41.0,https://youtube.com/watch?v=tunw8-mnggI
1983,Portugal,Armando Gama,Esta Balada Que Te Dou,13.0,33.0,https://youtube.com/watch?v=hyhMqYd-MXw
1983,Greece,Christie Stassinopoulou,Mou Les,14.0,32.0,https://youtube.com/watch?v=Bu2vkIBp64o
1983,Switzerland,Mariella Farré,Io Così Non Ci Sto,15.0,28.0,https://youtube.com/watch?v=kKfo9bnqZyQ
1983,Cyprus,Stavros and Constantina,I Agapi Akoma Zi,16.0,26.0,https://youtube.com/watch?v=Oh0bfRWDaSc
1983,Denmark,Gry Johansen,Kloden Drejer,17.0,16.0,https://youtube.com/watch?v=cYzbevgyfJY
1983,Belgium,Pas de Deux,Rendez-vous,18.0,13.0,https://youtube.com/watch?v=JRfve3wHYUY
1983,Turkey,Çetin Alp and the Short Wave,Opera,19.0,0.0,https://youtube.com/watch?v=9fGfXAYvGlI
1983,Spain,Remedios Amaya,¿Quién Maneja Mi Barca?,19.0,0.0,https://youtube.com/watch?v=B3-0DLbQP2E
1984,Sweden,Herrey's,Diggi-loo Diggy-ley,1.0,145.0,https://youtube.com/watch?v=UTFec_mrD-c
1984,Ireland,Linda Martin,Terminal '3',2.0,137.0,https://youtube.com/watch?v=KqZhLJ6IrNk
1984,Spain,Bravo,"Lady, Lady",3.0,106.0,https://youtube.com/watch?v=ziBsXRsqvZs
1984,Denmark,Hot Eyes,Det' Lige Det,4.0,101.0,https://youtube.com/watch?v=Ba3BtlWEr-k
1984,Belgium,Jacques Zegers,Avanti La Vie,5.0,70.0,https://youtube.com/watch?v=apMQRVC8JHg
1984,Italy,Alice and Battiato,I Treni Di Tozeur,5.0,70.0,https://youtube.com/watch?v=vFLK0WliJcA
1984,United Kingdom,Belle and the Devotions,Love Games,7.0,63.0,https://youtube.com/watch?v=LgeFkRr_98M
1984,France,Annick Thoumazeau,Autant D'amoureux Que D'étoiles,8.0,61.0,https://youtube.com/watch?v=4k28wNXmgsU
1984,Finland,Kirka,Hengaillaan,9.0,46.0,https://youtube.com/watch?v=5G_vnjEL9R4
1984,Luxembourg,Sophie Carle,100% D'amour,10.0,39.0,https://youtube.com/watch?v=sEWnCqgmM6I
1984,Portugal,Maria Guinot,Silêncio E Tanta Gente,11.0,38.0,https://youtube.com/watch?v=gXOFCPQkL1o
1984,Turkey,"Bes Yil Önce, On Yil Sonra",Halay,12.0,37.0,https://youtube.com/watch?v=yyAicsOvL9k
1984,Netherlands,Maribelle,Ik Hou Van Jou,13.0,34.0,https://youtube.com/watch?v=gPEBOXtGt04
1984,Germany,Mary Roos,Aufrecht Geh'n,13.0,34.0,https://youtube.com/watch?v=ag3TeXJOGF4
1984,Cyprus,Andy Paul,Anna Maria Lena,15.0,31.0,https://youtube.com/watch?v=-xnUr1pgNiI
1984,Switzerland,Rainy Day,Welche Farbe Hat Der Sonnenschein,16.0,30.0,https://youtube.com/watch?v=MgeHg45UQFg
1984,Norway,Dollie de Luxe,Lenge Leve Livet,17.0,29.0,https://youtube.com/watch?v=e7fLpKM13w4
1984,Yugoslavia,Vlado and Isolda,Ciao Amore,18.0,26.0,https://youtube.com/watch?v=u0B8uU5njnM
1984,Austria,Anita,Einfach Weg,19.0,5.0,https://youtube.com/watch?v=RylzE-ULCpY
1985,Norway,Bobbysocks,La Det Swinge,1.0,123.0,https://youtube.com/watch?v=GAOefRmvlqo
1985,Germany,Wind,Für Alle,2.0,105.0,https://youtube.com/watch?v=NO44b0qSV2g
1985,Sweden,Kikki Danielsson,Bra Vibrationer,3.0,103.0,https://youtube.com/watch?v=4HzLAePT-5E
1985,United Kingdom,Vikki,Love Is...,4.0,100.0,https://youtube.com/watch?v=d37sYIghR7o
1985,Israel,Izhar Cohen,Olé Olé,5.0,93.0,https://youtube.com/watch?v=evRyT_4KcTQ
1985,Ireland,Maria Christian,Wait Until The Weekend Comes,6.0,91.0,https://youtube.com/watch?v=2R5N-eh4n5I
1985,Italy,Al Bano and Romina Power,"Magic, Oh Magic",7.0,78.0,https://youtube.com/watch?v=y0X_tqgeOsg
1985,Austria,Gary Lux,Kinder Dieser Welt,8.0,60.0,https://youtube.com/watch?v=2a2rYKHg9CA
