leto,ime_drzave,ime_izvajalca,naslov_pesmi,mesto,tocke_v_finalu,youtube_link
1995,Portugal,Tó Cruz,Baunilha E Chocolate,21.0,5.0,https://youtube.com/watch?v=JcEvZSxxU0I
1995,Hungary,Czaba Szigeti,Ùj Nèv Egy Règi Hàz Fàlan,22.0,3.0,https://youtube.com/watch?v=Ok86PTKzv0s
1995,Germany,Stone and Stone,Verliebt In Dich,23.0,1.0,https://youtube.com/watch?v=3jGi32Xqg8g
1996,Ireland,Eimear Quinn,The Voice,1.0,162.0,https://youtube.com/watch?v=JPSZxPGv7dI
1996,Norway,Elisabeth Andreasson,I Evighet,2.0,114.0,https://youtube.com/watch?v=L3tthxma94o
1996,Sweden,One More Time,Den Vilda,3.0,100.0,https://youtube.com/watch?v=91mVpRywaFs
1996,Croatia,Maja Blagdan,Sveta Ljubav,4.0,98.0,https://youtube.com/watch?v=Wzgful7Gl8U
1996,Estonia,Ivo Linna and Maarja-Liis Ilus,Kaelakee Hääl,5.0,94.0,https://youtube.com/watch?v=mQI9GitZjDE
1996,Portugal,Lúcia Moniz,O Meu Coração Não Tem Cor,6.0,92.0,https://youtube.com/watch?v=JajCDOGhn2s
1996,Netherlands,Maxine & Franklin Brown,De Eerste Keer,7.0,78.0,https://youtube.com/watch?v=K_CLxcm2KgY
1996,United Kingdom,Gina G,Ooh...Aah...Just A Little Bit,8.0,77.0,https://youtube.com/watch?v=pbOmNpd56kw
1996,Cyprus,Constantinos,Mono Gia Mas,9.0,72.0,https://youtube.com/watch?v=rrodyvd710A
1996,Malta,Miriam Christine,In A Woman's Heart,10.0,68.0,https://youtube.com/watch?v=8Wkiem4gBpo
1996,Austria,George Nußbaumer,Weil's Dr Guat Got,10.0,68.0,https://youtube.com/watch?v=HF1sQ7kK494
1996,Turkey,Şebnem Paker,Besinçi Mevsim,12.0,57.0,https://youtube.com/watch?v=qkW2VFkNJbk
1996,Iceland,Anna Mjöll,Sjúbídú,13.0,51.0,https://youtube.com/watch?v=2K6OpOt-FR0
1996,Greece,Marianna Efstratiou,Emis Forame To Himona Anixiatika,14.0,36.0,https://youtube.com/watch?v=5iEOh-xOHzE
1996,Poland,Kasia Kowalska,Chce Znac Swój Grzech,15.0,31.0,https://youtube.com/watch?v=UqC45z6r3xU
1996,Switzerland,Cathy Leander,Mon Coeur L'aime,16.0,22.0,https://youtube.com/watch?v=KSd5_KRILkU
1996,Belgium,Lisa del Bo,Liefde Is Een Kaartspel,16.0,22.0,https://youtube.com/watch?v=jOVmUCfwTBk
1996,Slovakia,Marcel Palonder,Kým Nás Máš,18.0,19.0,https://youtube.com/watch?v=oGWic-_QXI8
1996,France,Dan Ar Braz et l'Héritage des Celtes,Diwanit Bugale,19.0,18.0,https://youtube.com/watch?v=3-DuuDQff7o
1996,Spain,Antonio Carbonell,"¡Ay, Qué Deseo!",20.0,17.0,https://youtube.com/watch?v=dRFfHq3_MgI
1996,Slovenia,Regina,Dan najlepših sanj,21.0,16.0,https://youtube.com/watch?v=bLkch4pIA_M
1996,Bosnia & Herzegovina,Amila Glamocak,Za Našu Ljubav,22.0,13.0,https://youtube.com/watch?v=3062NrjNusI
1996,Finland,Jasmine,Niin Kaunis On Taivas,23.0,9.0,https://youtube.com/watch?v=ix686JwXJik
1997,United Kingdom,Katrina and The Waves,Love Shine A Light,1.0,227.0,https://youtube.com/watch?v=azw4Kh8Rqpw
1997,Ireland,Marc Roberts,Mysterious Woman,2.0,157.0,https://youtube.com/watch?v=GV_3B13Q3xs
1997,Turkey,Sebnem Paker and Group Etnic,Dinle,3.0,121.0,https://youtube.com/watch?v=LAyNvKpwp1M
1997,Italy,Jalisse,Fiumi Di Parole,4.0,114.0,https://youtube.com/watch?v=S24gn5Y6wB0
1997,Cyprus,Chara and Andreas Konstantinou,Mana Mou,5.0,98.0,https://youtube.com/watch?v=tA5G4JyUyLE
1997,Spain,Marcos Llunas,Sin Rencor,6.0,96.0,https://youtube.com/watch?v=9QHn0VULbYU
1997,France,Fanny,Sentiments Songes,7.0,95.0,https://youtube.com/watch?v=quWb2KME_fw
1997,Estonia,Maarja-Liis Ilus,Keelatud Maa,8.0,82.0,https://youtube.com/watch?v=fpbHoOxpfzU
1997,Malta,Debbie Scerri,Let Me Fly,9.0,66.0,https://youtube.com/watch?v=VIYs6dye8oA
1997,Slovenia,Tanja Ribič,Zbudi Se,10.0,60.0,https://youtube.com/watch?v=2lq5sEkluZE
1997,Poland,Anna Maria Jopek,Ale Jestem,11.0,54.0,https://youtube.com/watch?v=piD3PP1QDBQ
1997,Greece,Marianna Zorba,Horepse,12.0,39.0,https://youtube.com/watch?v=JE7z2PhlKNE
1997,Hungary,VIP,"Miert Kell, Hogy Elmenj?",12.0,39.0,https://youtube.com/watch?v=Nqjz3jGnxuY
1997,Sweden,Blond,Bara Hon älskar Mig,14.0,36.0,https://youtube.com/watch?v=hyZQpHvOAzo
1997,Russia,Alla Pugachova,Primadonna,15.0,33.0,https://youtube.com/watch?v=QVJnjdROPOA
1997,Denmark,Kølig Kaj,Stemmen I Mit Liv,16.0,25.0,https://youtube.com/watch?v=HDoaLOZ3m9M
1997,Croatia,ENI,Probudi Me,17.0,24.0,https://youtube.com/watch?v=qgFOLokXTwE
1997,Germany,Bianca Shomburg,Zeit,18.0,22.0,https://youtube.com/watch?v=G9DeK9uhi4M
1997,Bosnia & Herzegovina,Alma Cardzic,Goodbye,18.0,22.0,https://youtube.com/watch?v=qd9Q_Jb50uo
1997,Iceland,Paul Oscar,Minn Hinsti Dans,20.0,18.0,https://youtube.com/watch?v=jyt3nv3eCik
1997,Austria,Bettina Soriat,One Step,21.0,12.0,https://youtube.com/watch?v=rpPOoZzKOcQ
1997,Switzerland,Barbara Berta,Dentro Di Me,22.0,5.0,https://youtube.com/watch?v=uSzDtezlXS0
1997,Netherlands,Mrs. Einstein,Niemand Heeft Nog Tijd,22.0,5.0,https://youtube.com/watch?v=r91fkxOkegY
1997,Norway,Tor Endresen,San Francisco,24.0,0.0,https://youtube.com/watch?v=HdcwLB2kXFs
1997,Portugal,Célia Lawson,Antes Do Adeus,24.0,0.0,https://youtube.com/watch?v=baz_0VUO4j8
1998,Israel,Dana International,Diva,1.0,172.0,https://youtube.com/watch?v=fZ5B6w-Baxs
1998,United Kingdom,Imaani,Where Are You?,2.0,166.0,https://youtube.com/watch?v=0nusBQ7Lacg
1998,Malta,Chiara,The One That I Love,3.0,165.0,https://youtube.com/watch?v=g0AQI_Nt1X4
1998,Netherlands,Edsilia Rombley,Hemel En Aarde,4.0,150.0,https://youtube.com/watch?v=3IcuzcZQOC4
1998,Croatia,Danijela,Neka Mi Ne Svane,5.0,131.0,https://youtube.com/watch?v=tkzpkM2kH2c
1998,Belgium,Mélanie Cohl,Dis Oui,6.0,122.0,https://youtube.com/watch?v=A_GlgQ2_TP8
1998,Germany,Guildo Horn,Guildo Hat Euch Lieb,7.0,86.0,https://youtube.com/watch?v=HPZX7EZIFD0
1998,Norway,Lars A. Fredriksen,Alltid Sommer,8.0,79.0,https://youtube.com/watch?v=pfMXlzT9vTU
1998,Ireland,Dawn,Is Always Over Now?,9.0,64.0,https://youtube.com/watch?v=EeOPxO3cMNk
1998,Sweden,Jill Johnson,Kärleken är,10.0,53.0,https://youtube.com/watch?v=aGBU1IGC17s
1998,Cyprus,Michael Hajiyanni,Genesis,11.0,37.0,https://youtube.com/watch?v=W12HkaC2uXE
1998,Portugal,Alma Lusa,Se Eu Te Pudesse Abraçar,12.0,36.0,https://youtube.com/watch?v=wGnMhlHxm30
1998,Estonia,Koit Toome,Mere Lapsed,12.0,36.0,https://youtube.com/watch?v=OwgyoRn9jQc
1998,Turkey,Tüzmen,Unutamazsin,14.0,25.0,https://youtube.com/watch?v=ASrMvGvEEfA
1998,Finland,Edea,Aava,15.0,22.0,https://youtube.com/watch?v=i0Htj6UsUxw
1998,Spain,Mikel Herzog,¿Qué Voy A Hacer Sin Ti?,16.0,21.0,https://youtube.com/watch?v=BghC0ueSTqs
1998,Poland,Sixteen,To Takie Proste,17.0,19.0,https://youtube.com/watch?v=gC75KUIS8bU
1998,Slovenia,Vili Resnik,Naj Bogovi Sliijo,18.0,17.0,https://youtube.com/watch?v=BTED2l_S-aQ
1998,North Macedonia,Vlado Janevski,"Ne Zori, Zoro",19.0,16.0,https://youtube.com/watch?v=bLLfUOIeswQ
1998,Greece,Dionysia and Thalassa group,Mia Krifi Evaisthissia,20.0,12.0,https://youtube.com/watch?v=--Q-5QnoT_8
1998,Slovakia,Katarína Hasprová,Modlitba,21.0,8.0,https://youtube.com/watch?v=0G9m6m4ctmQ
1998,Romania,Malina Olinescu,Eu Cred,22.0,6.0,https://youtube.com/watch?v=gZ76foLYsOA
1998,Hungary,Charlie,A Holnap Már Ném Lesz Szomorú,23.0,4.0,https://youtube.com/watch?v=1fgdjQmPwrY
1998,France,Marie-Line,Où Aller,24.0,3.0,https://youtube.com/watch?v=KWpiYVmk0R4
1998,Switzerland,Gunvor,Lass Ihn,25.0,0.0,https://youtube.com/watch?v=Tyh39VaRcV0
1999,Sweden,Charlotte Nilsson,Take Me To Your Heaven,1.0,163.0,https://youtube.com/watch?v=n2NU4H85J4o
1999,Iceland,Selma Björnsdóttir,All Out Of Luck,2.0,146.0,https://youtube.com/watch?v=0c_2T-DZUe0
1999,Germany,Sürpriz,Reise Nach Jerusalem - Kudüs'e Seyahat,3.0,140.0,https://youtube.com/watch?v=9c1aVpRDYUU
1999,Croatia,Doris Dragović,Marija Magdalena,4.0,118.0,https://youtube.com/watch?v=x2oIkF3sQtE
1999,Israel,Eden,Yom Huledeth,5.0,93.0,https://youtube.com/watch?v=-Sx-8yyXFkI
1999,Estonia,Evelin Samuel and Camille,Diamond Of Night,6.0,90.0,https://youtube.com/watch?v=GY4Vh-ROPu8
1999,Bosnia & Herzegovina,Dino and Beatrice,Putnici,7.0,86.0,https://youtube.com/watch?v=c_sGedJCV0w
1999,Denmark,Trine Jepsen & Michael Teschl,This Time (i Mean It),8.0,71.0,https://youtube.com/watch?v=qfwa8iUFnvQ
1999,Netherlands,Marlayne,One Good Reason,8.0,71.0,https://youtube.com/watch?v=ohTT9mMx-rs
1999,Austria,Bobbie Singer,Reflection,10.0,65.0,https://youtube.com/watch?v=K2EJFl_ACGU
1999,Slovenia,Darja Svajger,For A Thousand Years,11.0,50.0,https://youtube.com/watch?v=6GAAuDGL62I
1999,Belgium,Venessa Chinitor,Like The Wind,12.0,38.0,https://youtube.com/watch?v=yV-jZP4IpI0
1999,United Kingdom,Precious,Say It Again,12.0,38.0,https://youtube.com/watch?v=mzAgxHigtBk
1999,Norway,Stig André Van Eijk,Living My Life Without You,14.0,35.0,https://youtube.com/watch?v=JbmE1OT7TvQ
1999,Malta,Times 3,Believe 'n Peace,15.0,32.0,https://youtube.com/watch?v=8IphpO_T1LQ
1999,Turkey,Tuba Önal & Grup Mystik,Dön Artik,16.0,21.0,https://youtube.com/watch?v=nRHK_7oP5Sw
1999,Ireland,The Mullan's,When You Need Me,17.0,18.0,https://youtube.com/watch?v=h-NkTv2JxeY
1999,Poland,Mietek Szczesniak,Przytul Mnie Mocno,18.0,17.0,https://youtube.com/watch?v=ktakgTjkpFk
1999,France,Nayah,Je Veux Donner Ma Voix,19.0,14.0,https://youtube.com/watch?v=NFC_iDXYIdU
1999,Lithuania,Aiste Smilgeviciute,Strazdas,20.0,13.0,https://youtube.com/watch?v=ai6zMnVVicY
1999,Portugal,Rui Bandeira,Como Tudo Começou,21.0,12.0,https://youtube.com/watch?v=a2DWFtylygA
1999,Cyprus,Marlain Angelidou,Tha'nai Erotas,22.0,2.0,https://youtube.com/watch?v=sdikjoqTLr8
1999,Spain,Lydia,No Quiero Escuchar,23.0,1.0,https://youtube.com/watch?v=bNwZVWBByIA
2000,Denmark,Olsen brothers,Fly On The Wings Of Love,1.0,195.0,https://youtube.com/watch?v=F-JwiYlg5Gc
2000,Russia,Alsou,Solo,2.0,155.0,https://youtube.com/watch?v=4HtYwbnihmo
2000,Latvia,BrainStorm,My Star,3.0,136.0,https://youtube.com/watch?v=ZutVRMXoiiU
2000,Estonia,Ines,Once In A Lifetime,4.0,98.0,https://youtube.com/watch?v=6JDTFuorUbA
2000,Germany,Stefan Raab,Wadde Hadde Dudde Da,5.0,96.0,https://youtube.com/watch?v=lddoHQIZQto
2000,Ireland,Eamonn Toal,Millennium Of Love,6.0,92.0,https://youtube.com/watch?v=XzyVv2uIa4s
2000,Sweden,Roger Pontare,When Spirits Are Calling My Name,7.0,88.0,https://youtube.com/watch?v=fELp2fPI8wI
2000,Malta,Claudette Pace,Desire,8.0,73.0,https://youtube.com/watch?v=3BZzVxBlCx8
2000,Croatia,Goran Karan,Kada Zaspu Andeli,9.0,70.0,https://youtube.com/watch?v=sFvj6fiT1Sw
2000,Turkey,Pinar Ayhan & S.O.S. band,Yorgunum Anla,10.0,59.0,https://youtube.com/watch?v=PuAvGobyFrQ
2000,Norway,Charmed,My Heart Goes Boom,11.0,57.0,https://youtube.com/watch?v=gNP7VPSBICc
2000,Iceland,August & Telma,Tell Me!,12.0,45.0,https://youtube.com/watch?v=NbtMevn7jM0
2000,Netherlands,Linda Wagenmakers,No Goodbyes,13.0,40.0,https://youtube.com/watch?v=uuDf5GBnGpA
2000,Austria,The rounder girls,All To You,14.0,34.0,https://youtube.com/watch?v=A61Vn6l8crg
2000,North Macedonia,XXL,100% Te Ljubam,15.0,29.0,https://youtube.com/watch?v=dWlrcgH-1NU
2000,United Kingdom,Nicki French,Don't Play That Song Again,16.0,28.0,https://youtube.com/watch?v=PaeL73NgMUo
2000,Romania,Taxi,The Moon,17.0,25.0,https://youtube.com/watch?v=uwZBeQWBiH0
2000,Spain,Serafín Zubiri,Colgado De Un Sueño,18.0,18.0,https://youtube.com/watch?v=vbdRszXhegg
2000,Finland,Nina Åström,A Little Bit,18.0,18.0,https://youtube.com/watch?v=Brgxr-nrmEU
2000,Switzerland,Jane Bogaert,La Vita Cos'è?,20.0,14.0,https://youtube.com/watch?v=e6eGBYfIKQE
2000,Cyprus,Voice,Nomiza,21.0,8.0,https://youtube.com/watch?v=Un8iKEH7S_Q
2000,Israel,Ping Pong,Sa'me'akh,22.0,7.0,https://youtube.com/watch?v=3uNfhj66GOo
2000,France,Sofia Mestari,On Aura Le Ciel,23.0,5.0,https://youtube.com/watch?v=FbnJuRblyBI
2000,Belgium,Nathalie Sorce,Envie De Vivre,24.0,2.0,https://youtube.com/watch?v=86yZbvPuApw
2001,Estonia,"Tanel Padar, Dave Benton & 2XL",Everybody,1.0,198.0,https://youtube.com/watch?v=jQEcQNtouAg
2001,Denmark,Rollo & King,Never Ever Let You Go,2.0,177.0,https://youtube.com/watch?v=UrrRqk7HRlw
2001,Greece,Antique,Die For You,3.0,147.0,https://youtube.com/watch?v=qNs-R9NU82I
2001,France,Natasha Saint-Pier,Je N'ai Que Mon âme,4.0,142.0,https://youtube.com/watch?v=L0OipASctkY
2001,Sweden,Friends,Listen To Your Heartbeat,5.0,100.0,https://youtube.com/watch?v=xR4BFQYFzMU
2001,Spain,David Civera,Dile Que La Quiero,6.0,76.0,https://youtube.com/watch?v=iwM-FH9tabs
2001,Slovenia,Nua Derenda,Energy,7.0,70.0,https://youtube.com/watch?v=bR8mwBPbaA8
2001,Germany,Michelle,Wer Liebe Lebt,8.0,66.0,https://youtube.com/watch?v=hRaREBe08SE
2001,Malta,Fabrizio Faniello,Another Summer Night,9.0,48.0,https://youtube.com/watch?v=_cYITo2AH0A
2001,Croatia,Vanna,Strings Of My Heart,10.0,42.0,https://youtube.com/watch?v=24ihE_vYBRs
2001,Turkey,Sedat Yüce,Sevgiliye Son,11.0,41.0,https://youtube.com/watch?v=PxjtZLYX7Us
2001,Russia,Mumiy troll,Lady Alpine Blue,12.0,37.0,https://youtube.com/watch?v=XHVhFHvEwIg
2001,Lithuania,Skamp,You Got Style,13.0,35.0,https://youtube.com/watch?v=m2m-SyMy3rU
2001,Bosnia & Herzegovina,Nino,Hano,14.0,29.0,https://youtube.com/watch?v=iwyiI_smTFY
2001,United Kingdom,Lindsay D.,No Dream Impossible,15.0,28.0,https://youtube.com/watch?v=qxrp0XzzpzY
2001,Israel,Tal Sondak,Ein Davar,16.0,25.0,https://youtube.com/watch?v=IA7d3pBUoHU
2001,Portugal,MTM,Só Sei Ser Feliz Assim,17.0,18.0,https://youtube.com/watch?v=QmFfQTvSVzk
2001,Netherlands,Michelle,Out On My Own,18.0,16.0,https://youtube.com/watch?v=5h2Kbu-aPu0
2001,Latvia,Arnis Mednis,Too Much,18.0,16.0,https://youtube.com/watch?v=uN0WwwEL81I
2001,Poland,Piasek,2 Long,20.0,11.0,https://youtube.com/watch?v=zGuVO2W44yo
2001,Ireland,Gary O'Shaughnessy,Without Your Love,21.0,6.0,https://youtube.com/watch?v=1SLEkOX9ZLY
2001,Iceland,TwoTricky,Angel,22.0,3.0,https://youtube.com/watch?v=WR7sPqk7a9E
2001,Norway,Haldor Lægreid,On My Own,22.0,3.0,https://youtube.com/watch?v=l7Pqlo0TsHw
2002,Latvia,Marie N,I Wanna,1.0,176.0,https://youtube.com/watch?v=_cCUrEIpSJQ
2002,Malta,Ira Losco,7th Wonder,2.0,164.0,https://youtube.com/watch?v=0b3ywwJMZLQ
2002,United Kingdom,Jessica Garlick,Come Back,3.0,111.0,https://youtube.com/watch?v=2NSR5rSk0Cs
2002,Estonia,Sahléne,Runaway,3.0,111.0,https://youtube.com/watch?v=tky7vWXSZrs
2002,France,Sandrine François,Il Faut Du Temps,5.0,104.0,https://youtube.com/watch?v=m_Abg3Tv8so
2002,Cyprus,One,Gimme,6.0,85.0,https://youtube.com/watch?v=TLKfSIKDGMI
2002,Spain,Rosa,Europe's Living A Celebration,7.0,81.0,https://youtube.com/watch?v=1xX3dNwHl50
2002,Sweden,Afro-dite,Never Let It Go,8.0,72.0,https://youtube.com/watch?v=bbWBSpf-7Eo
2002,Romania,Monica Anghel & Marcel Pavel,Tell Me Why,9.0,71.0,https://youtube.com/watch?v=ULjcDtXGOKE
2002,Russia,Prime minister,Northern Girl,10.0,55.0,https://youtube.com/watch?v=9ZcV4kqK-R0
2002,Croatia,Vesna Pisarovic,Everything I Want,11.0,44.0,https://youtube.com/watch?v=Ck7ql_nJ02g
2002,Israel,Sarit Hadad,Light A Candle,12.0,37.0,https://youtube.com/watch?v=KCc9yH3dPXM
2002,Bosnia & Herzegovina,Maja,Na Jastuku Za Dvoje,13.0,33.0,https://youtube.com/watch?v=6bYQVFVQgZM
2002,Belgium,Sergio & the Ladies,Sister,13.0,33.0,https://youtube.com/watch?v=eOTyfceOwAw
2002,Slovenia,Sestre,Samo Ljubezen,13.0,33.0,https://youtube.com/watch?v=pr9Pr3GRBA4
2002,Turkey,Buket Bengisu & Saphire,Leylaklar Soldu Kalbinde,16.0,29.0,https://youtube.com/watch?v=vKcUd35CU3U
2002,Greece,Michalis Rakintzis,S.A.G.A.P.O.,17.0,27.0,https://youtube.com/watch?v=qEkSRJmRswc
2002,Austria,Manuel Ortega,Say A Word,18.0,26.0,https://youtube.com/watch?v=raLn9d5MNHw
2002,North Macedonia,Karolina,Od Nas Zavisi,19.0,25.0,https://youtube.com/watch?v=mImHt3wyg38
2002,Finland,Laura,Addicted To You,20.0,24.0,https://youtube.com/watch?v=4eHKcBQwEeU
2002,Germany,Corinna May,I Can't Live Without Music,21.0,17.0,https://youtube.com/watch?v=ZDSd_T_Sthk
2002,Switzerland,Francine Jordi,Dans Le Jardin De Mon Âme,22.0,15.0,https://youtube.com/watch?v=EZEEvq1i7PA
2002,Lithuania,Aivaras,Happy You,23.0,12.0,https://youtube.com/watch?v=TkN8ZX-gaeY
2002,Denmark,Malene,Tell Me Who You Are,24.0,7.0,https://youtube.com/watch?v=BZYnmqCJ7zI
2003,Turkey,Sertab Erener,Everyway That I Can,1.0,167.0,https://youtube.com/watch?v=cJksu8XxZCo
2003,Belgium,Urban Trad,Sanomi,2.0,165.0,https://youtube.com/watch?v=RRQlsvWMWBo
2003,Russia,t.A.T.u.,"Ne Ver, Ne Boisia",3.0,164.0,https://youtube.com/watch?v=1TouzY3_yq0
2003,Norway,Jostein Hasselgård,I'm Not Afraid To Move On,4.0,123.0,https://youtube.com/watch?v=KuxMly_F75M
2003,Sweden,Fame,Give Me Your Love,5.0,107.0,https://youtube.com/watch?v=-qAkQRczjDI
2003,Austria,Alf Poier,Weil Der Mensch Zählt,6.0,101.0,https://youtube.com/watch?v=nZJt6Gv4XPk
2003,Poland,Ich Troje,Keine Grenzen - Zadnych Granic,7.0,90.0,https://youtube.com/watch?v=n7pL-jaEnwQ
2003,Iceland,Birgitta,Open Your Heart,8.0,81.0,https://youtube.com/watch?v=ZI7l5WSJPIA
2003,Spain,Beth,Dime,8.0,81.0,https://youtube.com/watch?v=4TtlZSCgiAY
2003,Romania,Nicola,Dont Break My Heart,10.0,73.0,https://youtube.com/watch?v=joZvkeX4R3Q
2003,Ireland,Mickey Harte,We've Got The World,11.0,53.0,https://youtube.com/watch?v=NZ9jfwOcmro
2003,Germany,Lou,Lets Get Happy,11.0,53.0,https://youtube.com/watch?v=UlSCci71FRk
2003,Netherlands,Esther Hart,One More Night,13.0,45.0,https://youtube.com/watch?v=L4EeAlVcvmM
2003,Ukraine,Olexandr,Hasta La Vista,14.0,30.0,https://youtube.com/watch?v=eN0YTmjCZQw
2003,Croatia,Claudia Beni,Vie Nisam Tvoja,15.0,29.0,https://youtube.com/watch?v=4ZsVBPI05Ng
2003,Bosnia & Herzegovina,Mija Martina,Ne Brini,16.0,27.0,https://youtube.com/watch?v=KPFjADXmEPo
2003,Greece,Mando,Never Let You Go,17.0,25.0,https://youtube.com/watch?v=fsXhynwog2w
2003,France,Louisa Baileche,Monts Et Merveilles,18.0,19.0,https://youtube.com/watch?v=gYuc67k-wYc
2003,Israel,Lior Narkis,Words For Love,19.0,17.0,https://youtube.com/watch?v=4FzOTlfV8-8
2003,Cyprus,Stelios Constantas,Feeling Alive,20.0,15.0,https://youtube.com/watch?v=EmJuQIUIe3Q
2003,Estonia,Ruffus,Eighties Coming Back,21.0,14.0,https://youtube.com/watch?v=pHGmKw5QOb8
2003,Portugal,Rita Guerra,Deixa-me Sonhar,22.0,13.0,https://youtube.com/watch?v=mhH7Xv7NkTU
2003,Slovenia,Karmen,Nanana,23.0,7.0,https://youtube.com/watch?v=ZGJagYLLOSQ
2003,Latvia,F.L.Y.,Hello From Mars,24.0,5.0,https://youtube.com/watch?v=iUoiA60x_HY
2003,Malta,Lynn Chirchop,To Dream Again,25.0,4.0,https://youtube.com/watch?v=gJRXn1rW0H8
2003,United Kingdom,Jemini,Cry Baby,26.0,0.0,https://youtube.com/watch?v=XAJ62IG3gBo
2004,Ukraine,Ruslana,Wild Dances,1.0,280.0,https://youtube.com/watch?v=10XR67NQcAc
2004,Serbia & Montenegro,Željko Joksimović,Lane Moje,2.0,263.0,https://youtube.com/watch?v=z7OvpjplJ_8
2004,Greece,Sakis Rouvas,Shake It,3.0,252.0,https://youtube.com/watch?v=asZwDUTEXls
2004,Turkey,Athena,For Real,4.0,195.0,https://youtube.com/watch?v=pipamUl14A4
2004,Cyprus,Lisa Andreas,Stronger Every Minute,5.0,170.0,https://youtube.com/watch?v=Dq4RNHax5ow
2004,Sweden,Lena Philipsson,It Hurts,5.0,170.0,https://youtube.com/watch?v=na2qDYmm7LM
2004,Albania,Anjeza Shahini,The Image Of You,7.0,106.0,https://youtube.com/watch?v=NrVrCJFCejs
2004,Germany,Max,Can't Wait Until Tonight,8.0,93.0,https://youtube.com/watch?v=0DjihJp4HU4
2004,Bosnia & Herzegovina,Deen,In The Disco,9.0,91.0,https://youtube.com/watch?v=23h__RssJQo
2004,Spain,Ramón,Para Llenarme De Ti,10.0,87.0,https://youtube.com/watch?v=V2nGwnq9XAE
2004,Russia,Julia Savicheva,Believe Me,11.0,67.0,https://youtube.com/watch?v=Cs76CYGjfIs
2004,Malta,Julie & Ludwig,On Again... Off Again,12.0,50.0,https://youtube.com/watch?v=hbKBo7QhwcI
2004,Croatia,Ivan Mikulic,You Are The Only One,12.0,50.0,https://youtube.com/watch?v=WnuBcWHRMjY
2004,North Macedonia,Tose Proeski,Life,14.0,47.0,https://youtube.com/watch?v=5_NX0usepUI
2004,France,Jonatan Cerrada,A Chaque Pas,15.0,40.0,https://youtube.com/watch?v=vrzC1oGWX_I
2004,United Kingdom,James Fox,Hold On To Our Love,16.0,29.0,https://youtube.com/watch?v=i6S9vDdTWAA
2004,Poland,Blue Cafe,Love Song,17.0,27.0,https://youtube.com/watch?v=kWS-S53Zsio
2004,Romania,Sanda Ladosi,I Admit,18.0,18.0,https://youtube.com/watch?v=1QwC2gsmGkA
2004,Iceland,Jónsi,Heaven,19.0,16.0,https://youtube.com/watch?v=fe5Sql0wKJI
2004,Netherlands,Re-union,Without You,20.0,11.0,https://youtube.com/watch?v=phHQrLvEBUU
2004,Austria,Tie Break,Du Bist,21.0,9.0,https://youtube.com/watch?v=_KXWrVtNFiE
2004,Belgium,Xandee,1 Life,22.0,7.0,https://youtube.com/watch?v=w5mX3ecBtTI
2004,Ireland,Chris Doran,If My World Stopped Turning,22.0,7.0,https://youtube.com/watch?v=DpHuREDD798
2004,Norway,Knut Anders Sørum,High,24.0,3.0,https://youtube.com/watch?v=1_0JT8ne6_0
2004,Estonia,Neiokõsõ,Tii,25.0,,https://youtube.com/watch?v=8gOwmmxQaho
2004,Israel,David D'or,Le'ha'amin,25.0,,https://youtube.com/watch?v=5NrtXPjwLB4
2004,Denmark,Tomas Thordarson,Shame On You,27.0,,https://youtube.com/watch?v=RJ8ow0_GYBQ
2004,Finland,Jari Sillanpää,Takes 2 To Tango,28.0,,https://youtube.com/watch?v=LRQgeLajKN4
2004,Portugal,Sofia,Foi Magia,29.0,,https://youtube.com/watch?v=4t2aNdDdJ0c
2004,Lithuania,Linas ir Simona,What's Happened To Your Love,30.0,,https://youtube.com/watch?v=7BlU6y_ZghY
2004,Latvia,Fomins & Kleins,Dziesma Par Laimi,31.0,,https://youtube.com/watch?v=r-wTd_9IThc
2004,Andorra,Marta Roure,Jugarem A Estimar-nos,32.0,,https://youtube.com/watch?v=918qUY0ORE4
2004,Belarus,Aleksandra & Konstantin,My Galileo,33.0,,https://youtube.com/watch?v=bINn55fuScE
2004,Monaco,Maryon,Notre Planète,33.0,,https://youtube.com/watch?v=p62weX__fTc
2004,Slovenia,Platin,Stay Forever,35.0,,https://youtube.com/watch?v=2gh2F0aufEw
2004,Switzerland,Piero Esteriore & the MusicStars,Celebrate,36.0,,https://youtube.com/watch?v=EUX3_0KM7fc
2005,Greece,Helena Paparizou,My Number One,1.0,230.0,https://youtube.com/watch?v=ghQZojJWxKI
2005,Malta,Chiara,Angel,2.0,192.0,https://youtube.com/watch?v=Vv8GmwcfR9A
2005,Romania,Luminita Anghel & Sistem,Let Me Try,3.0,158.0,https://youtube.com/watch?v=bGY20O4Z7nM
2005,Israel,Shiri Maymon,Hasheket Shenish'ar,4.0,154.0,https://youtube.com/watch?v=C03CEocmNtY
2005,Latvia,Walter & Kazha,The War Is Not Over,5.0,153.0,https://youtube.com/watch?v=olhn1FWuWNU
2005,Moldova,Zdob şi Zdub,Boonika Bate Doba,6.0,148.0,https://youtube.com/watch?v=RWQCgSB_lpE
2005,Serbia & Montenegro,No Name,Zauvijek Moja,7.0,137.0,https://youtube.com/watch?v=elqvzo8Qe4Q
2005,Switzerland,Vanilla Ninja,Cool Vibes,8.0,128.0,https://youtube.com/watch?v=dEYN99yDiyE
2005,Norway,Wig Wam,In My Dreams,9.0,125.0,https://youtube.com/watch?v=P-ki-HZrxJM
